,jobTitles,company,salaryRange,Bonus,category+progLang,seniority,workLanguage,location,remote
663, Senior DevTools Developer , Kentico , 100k  CZK ,,DevOps," Mid, Senior ",Work language:česky, Hybrid  +1 • Brno  ,
664, Cloud DevOps Engineer , Sourcein , 70k  - 130k  CZK ,,"DevOps, Cloud"," Mid, Senior ",Work language:česky," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ", Covid-time na dálku 
665, Public Cloud Architect , Tietoevry , 80k  - 130k  CZK ,,"DevOps, Azure", Senior ,Work language:angličtina, Ostrava • Remote • Ostrava  , Na dálku 
666, Senior DevOps Engineer , NATEK  , 136.5k  - 178.5k  CZK ,,"DevOps, java"," Mid, Senior ",Work language:," Hybrid  +1 • Prague , Želetavská 1449 40% on-site, 60% remotely  ",
667, Senior DevOps Engineer , Braiins/Slush Pool , 60k  - 120k  CZK ,,"DevOps, python", Senior ,Work language:česky, Hybrid  +1 • Praha   ,
668, DevOps Engineer , Altersis Czech republic , 115.5k  - 210k  CZK ,,DevOps, Mid ,Work language:česky," Praha, Želetavská 1525/1  (Po pandemi) • Praha , Želetavská 1525/1 ", Covid-time na dálku 
669, Junior DevOps Engineer , Braiins/Slush Pool , 40k  - 80k  CZK ,,"DevOps, python", Junior ,"Work language:česky, angličtina", Hybrid  +1 • Prague  ,
670, Cloud DevOps Engineer , FlashNews s.r.o. , 50k  - 100k  CZK ,,"DevOps, terraform"," Mid, Senior ","Work language:angličtina, česky"," Hybrid  +1 • Prague , Václavské náměstí 2132/47 40% on-site, 60% remotely  ",
671, DevOps Engineer , Sourcein , 52.5k  - 105k  CZK ,,"DevOps, Terraform", Mid ,Work language:česky," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ", Covid-time na dálku 
672, PHP Developer , Retailys.com s.r.o. , 60k  - 100k  CZK ,,"DevOps, PHP 8.0"," Mid, Senior ","Work language:česky, angličtina"," Hybrid  +3 • Klatovy • Plzeň • Praha  40% on-site, 60% remotely  ",
673, DevOps Engineer , Košík.cz , 80k  - 140k  CZK ,,DevOps," Mid, Senior ",Work language:česky, Hybrid  +2 • Praha • Brno  ,
674, DevOps Engineer , SentinelOne , 100k  - 200k  CZK ,,DevOps," Mid, Senior ",Work language:angličtina," Prague, Brno • Remote • Prague , Karolinská 654/2• Brno , Holandská 2 ", Na dálku 
675, Senior DevOps Engineer , Dynatrace Sp. z o.o. , 85.2k  - 127.9k  CZK ,,"DevOps, jenkins"," Mid, Senior ",Work language:angličtina," Gdańsk, Grunwaldzka 411  (Po pandemi) • Gdańsk , Grunwaldzka 411 ", Covid-time na dálku 
676, Platform Engineer , Chorus One , 198.9k  - 298.4k  CZK ,,"DevOps, ansible", Mid ,Work language:angličtina,, Na dálku 
677, Senior DevOps Engineer , Hitachi ABB Power Grids , 74.6k  - 106.6k  CZK ,,"DevOps, PowerShell"," Senior, Expert ","Work language:angličtina, polsky",, Na dálku 
678, DevOps Engineer , Storypoint , 143.2k  - 190.9k  CZK ,,"DevOps, python"," Mid, Senior ","Work language:ukrajinsky, angličtina",, Na dálku 
679, Cloud DevOps , Hitachi , 74.6k  - 90.6k  CZK ,,"DevOps, python"," Mid, Senior ","Work language:angličtina, polsky"," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
680, DevOps Engineer , Appliscale Sp. z o.o. , 77.2k  - 154.5k  CZK ,,"DevOps, ansible"," Mid, Senior ",Work language:angličtina," krakow, Życzkowskiego 14 • Remote • krakow , Życzkowskiego 14 ", Na dálku 
681, Senior Cloud Infrastructure Engineer , UP42 , 146.3k  - 188.1k  CZK , +10% ,"DevOps, kubernetes", Senior ,Work language:angličtina," Hybrid  +1 • Berlin , Ohlauer Str. 43 ",
682, Senior Devops/Developer , Citi Service Center , 76.2k  - 152.4k  CZK ,,"DevOps, java", Senior ,"Work language:angličtina, polsky"," Hybrid  +1 • Warszawa , Grzybowska 60 40% on-site, 60% remotely  ",
683, Senior DevOps Engineer , Storypoint , 143.2k  - 190.9k  CZK ,,"DevOps, python"," Mid, Senior ",Work language:angličtina,, Na dálku 
684, Senior Cloud Infrastructure Engineer ," Secret Sauce Partners, Inc. ", 47.4k  - 78.4k  CZK ,,"DevOps, Terraform", Senior ,Work language:angličtina,, Na dálku 
685, DevOps Engineer | Media network , Xenoss , 71.6k  - 131.2k  CZK ,,"DevOps, python", Mid ,Work language:angličtina,, Na dálku 
686, AWS DevOps Engineer , HL Tech , 103.9k  - 151.9k  CZK ,,"DevOps, Kubernetes", Senior ,"Work language:angličtina, polsky"," Warszawa, Plac Europejski 1 • Remote • Warszawa , Plac Europejski 1 ", Na dálku 
687, Senior DevOps Engineer , vonRoll Infratec.com , 138.5k  - 186.5k  CZK , +10% ,"DevOps, linux", Senior ,"Work language:angličtina, polsky"," Kraków, Aleja Pokoju 1 • Remote • Kraków , Aleja Pokoju 1 ", Na dálku 
688, DevOps Engineer (Relocation to Poland) , SoftServe , 79.9k  - 117.2k  CZK ,,DevOps, Mid ,Work language:angličtina," Wrocław, Warsaw, Gliwice  +11 • Remote • Wrocław , Jaworska 11-13• Warsaw , Prosta 20• Gliwice , Zwycięstwa 52• Białystok , Myśliwska 14• Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ", Na dálku 
689, DevOps Engineer (AWS) (ASEC) , Aviva Services , 79.9k  - 133.2k  CZK ,,DevOps, Mid ,"Work language:angličtina, polsky"," Warsaw, Inflancka 4B • Remote • Warsaw , Inflancka 4B ", Na dálku 
690, Python Software Engineer , SoftServe , 82.6k  - 117.2k  CZK ,,"DevOps, python"," Mid, Senior ","Work language:polsky, angličtina"," Kraków, Gliwice, Warszawa  +14 • Remote • Kraków • Gliwice • Warszawa • Wrocław • Łódź • Gdańsk • Białystok • Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ", Na dálku 
691," DevOps Engineer (GCP, Python) ", SoftServe , 74.6k  - 149.2k  CZK ,,"DevOps, python", Mid ,Work language:angličtina," Wrocław, Warsaw, Gliwice  +11 • Remote • Wrocław , Jaworska 11-13• Warsaw , Prosta 20• Gliwice , Zwycięstwa 52• Białystok , Myśliwska 14• Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ", Na dálku 
692, Cloud Engineer , 10Clouds , 79.9k  - 95.9k  CZK ,,"DevOps, aws", Mid ,"Work language:angličtina, polsky"," Warszawa, Wrocław, Poznań • Remote • Warszawa , Przeskok 2• Wrocław , Szczytnicka 11• Poznań , Królowej Jadwigi 43 ", Na dálku 
693, Remote Python Developer (SRE) , Genie , 101.2k  - 170.5k  CZK ,,"DevOps, python"," Mid, Senior ",Work language:angličtina,, Na dálku 
694, CI/CD Engineer (Software Factory) , Sigma IT Poland , 111.9k  - 152.2k  CZK ,,"DevOps, jenkins"," Mid, Senior ","Work language:angličtina, polsky"," Wrocław, Fabryczna 6 • Remote • Wrocław , Fabryczna 6 ", Na dálku 
695, DevOps Engineer (CyberSecurity company) , Unit Group , 167.1k  - 226.7k  CZK ,,"DevOps, Kubernetes", Expert ,Work language:angličtina,, Na dálku 
696, Remote Site Reliability Engineer , INUITS , 101.2k  - 133.2k  CZK ,,"DevOps, python", Senior ,Work language:angličtina," Kraków, Krupnicza • Remote • Kraków , Krupnicza ", Na dálku 
697, DevOps Engineer , Adsquare GmbH , 104.5k  - 135.8k  CZK ,,"DevOps, aws", Senior ,Work language:angličtina," Berlin, Saarbrücker Straße 36 • Remote • Berlin , Saarbrücker Straße 36 ", Na dálku 
698, Windows Systems/Solutions Architect , CIGen , 143.2k  - 190.9k  CZK ,,DevOps," Senior, Expert ","Work language:ukrajinsky, angličtina", Lviv • Remote • Lviv  , Na dálku 
699, Remote Mid/Senior DevOps Engineer , Data Lake , 74.6k  - 149.2k  CZK ,,DevOps," Mid, Senior ","Work language:angličtina, polsky"," Warszawa, Postępu 14 • Remote • Warszawa , Postępu 14 ", Na dálku 
700, DevOps Engineer , Everstake , 35.8k  - 71.6k  CZK ,,"DevOps, python", Mid ,Work language:ukrajinsky,, Na dálku 
701, Remote DevOps Engineer , SoftServe , 79.9k  - 117.2k  CZK ,,DevOps, Mid ,Work language:angličtina," Wrocław, Warsaw, Gliwice  +11 • Remote • Wrocław , Jaworska 11-13• Warsaw , Prosta 20• Gliwice , Zwycięstwa 52• Białystok , Myśliwska 14• Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ", Na dálku 
702, DevOps Engineer , Gigaset , 63.9k  - 95.9k  CZK ,,"DevOps, linux", Mid ,Work language:angličtina," Wrocław, Kraków, Trójmiasto • Remote • Wrocław , Robotnicza 42• Kraków • Trójmiasto  ", Na dálku 
703, Remote Database Administrator , MeWe , 143.2k  - 190.9k  CZK , +5% ,"DevOps, kubernetes"," Senior, Expert ",Work language:angličtina, Los Angeles • Remote • Los Angeles  , Na dálku 
704, AWS Senior/Lead DevOps/Cloud Architect , SoftServe , 117.2k  - 170.5k  CZK ,,"DevOps, aws", Senior ,Work language:angličtina," Wroclaw, Gliwice, Bialystok  +13 • Remote • Wroclaw • Gliwice • Bialystok • Warszawa • Gdańsk • Łódź • Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ", Na dálku 
705, Senior DevOps Engineer , Idego Group Sp. z o.o. , 117.2k  - 143.9k  CZK ,,"DevOps, python", Senior ,Work language:angličtina," Gdynia, Warszawa, Kraków  +2 • Remote • Gdynia , Aleja Zwycięstwa 96/98• Warszawa • Kraków • Poznań • Wrocław  ", Na dálku 
706, DevOps Engineer (AWS) , Survicate , 85.2k  - 133.2k  CZK ,,DevOps, Mid ,"Work language:angličtina, polsky"," Warsaw, Przyrynek 14 • Remote • Warsaw , Przyrynek 14 ", Na dálku 
707, Cloud Operations Engineer , Hitachi Energy , 74.6k  - 90.6k  CZK ,,"DevOps, Azure", Mid ,Work language:angličtina," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
708, Remote Mid DevOps Engineer , SoftwareMill , 67.1k  - 100.7k  CZK ,,"DevOps, ansible", Mid ,"Work language:polsky, angličtina",, Na dálku 
709, Senior DevOps Engineer , Shapr3D Zrt. , 75.2k  - 143.8k  CZK ,,"DevOps, python", Senior ,"Work language:maďarsky, angličtina"," Hybrid  +1 • Budapest , Bajcsy-Zsilinkszky 12 80% on-site, 20% remotely  ",
710, Software Engineer - Infrastructure , Phorest , 112.8k  - 137.9k  CZK ,,"DevOps, aws", Mid ,Work language:angličtina,, Na dálku 
711, Remote Lead AWS DevOps Engineer , ClearScale , 200.4k  - 280.7k  CZK ,,"DevOps, aws"," Senior, Expert ",Work language:angličtina," Warszawa, Kraków, Poznań  +2 • Remote • Warszawa • Kraków • Poznań • Prague • Bratislava  ", Na dálku 
712, Remote Senior DevOps Engineer (AWS) , ClearScale , 154.5k  - 197.2k  CZK ,,"DevOps, aws", Senior ,Work language:angličtina,, Na dálku 
713, Remote DevOps Engineer , Codility , 148.8k  - 166.5k  CZK ,,"DevOps, python", Mid ,Work language:angličtina, Warsaw • Remote • Warsaw  , Na dálku 
714, Infrastructure & DevOps Engineer , Zonda , 106.6k  - 159.9k  CZK ,,DevOps," Mid, Senior ",Work language:angličtina,, Na dálku 
715, CI/CD Architect , Sigma IT Poland , 156.7k  - 188k  CZK ,,DevOps," Senior, Expert ","Work language:polsky, angličtina"," Wrocław, Fabryczna 6v • Remote • Wrocław , Fabryczna 6v ", Na dálku 
716, AWS Cloud Serverless Engineer/DevOps , Divante S.A. , 161.1k  - 196.8k  CZK ,,"DevOps, aws", Senior ,"Work language:angličtina, polsky"," Wrocław, Warszawa, Gdańsk  +2 • Remote • Wrocław , ul. Dmowskiego 17• Warszawa • Gdańsk • Kraków • Poznań  ", Na dálku 
717, Trainee DevOps , RALF-IT , 14.9k  - 26.6k  CZK , +10% ,"DevOps, Kubernetes", Trainee ,Work language:angličtina,, Na dálku 
718, Noob DevOps , RALF-IT ,neplacená stáž,,"DevOps, Kubernetes", Trainee ,Work language:angličtina,, Na dálku 
719, Junior/Mid DevOps , RALF-IT , 53.3k  - 79.9k  CZK , +10% ,"DevOps, Kubernetes", Junior ,Work language:angličtina,, Na dálku 
